fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
财务数据统计	lc	110031	data/figure/lc/2023-12-03--信达证券-2024年财政政策展望：结构、力度和工具_page9_图8地产行情变差导致土地财政退潮.jpg					房地产开发投资完成额累计同比在2021年的最高点出现在哪个季度？	第一季度	第二季度	第三季度		B
财务数据统计	lc	110032	data/figure/lc/2023-12-17--中国银河-2024年中国经济展望：《变局·重构》_page11_图16日本危机期间的财政政策过于保守.jpg					在哪个年份，企业部门杠杆率达到最高点？	1993	1995	1997		A
财务数据统计	lc	110033	data/figure/lc/2024-04-07--粤开证券-【粤开宏观】我国就业市场全景图谱与三大重点就业人群分析_page10_图表1020182022届本科毕业生未就业比例变化趋势.jpg					2020年其他待就业的比例是多少？	5.20%	5.50%	6.00%		A
财务数据统计	lc	110034	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page13_图23沥青库存继续上行.jpg					在2021年和2022年中，哪一年的沥青库存增长速度更快？	2021年	2022年	两者相同		B
财务数据统计	lc	110036	data/figure/lc/2023-07-31--中邮证券-宏观研究：装备制造业盈利占优，消费需求温和复苏_page7_图表13PTA开工率.jpg					哪一年的PTA开工率波动最大？	2021	2022	2023		B
财务数据统计	lc	110037	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page12_图20螺纹钢库存加速上行.jpg					2021年螺纹钢库存的最高点出现在哪个月份？	2月	3月	1月		A
财务数据统计	lc	110038	data/figure/lc/2023-07-17--国信证券-宏观经济宏观周报：7月上旬国内生产资料价格继续上涨，PPI环比或转正_page0_市场走势.jpg					工业增加值月度同比增速在哪一年出现了显著下降？	2022年	2023年	2024年		B
财务数据统计	lc	110039	data/figure/lc/2024-07-29--平安证券-中国经济高频观察（7月第4周）：7月高频数据表现如何_page5_图表207月涤纶长丝江浙织机开工回落同比涨幅收窄.jpg					在2023年，开工率最高点出现在哪个月份？	4月	6月	8月		A
财务数据统计	lc	110040	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page16_图50欧元美元汇率与利差.jpg					在哪个时间段，资本充足率出现了显著上升？	2009-2010	2015-2016	2020-2021		C
财务数据统计	lc	110042	data/figure/lc/2023-07-04--国投安信期货-5月美国PCE数据快报_page0_图美国个人总收入及薪金工资同比.jpg					在哪一年，PCE:非耐用品的同比增速达到最低点？	22-Sep	22-Oct	22-Nov		B
财务数据统计	lc	110043	data/figure/lc/2024-04-07--国金证券-清明特辑：假期大事记-3分钟看清清明全球要闻_page17_图表543月外需带动新订单指数走强.jpg					哪一年的新订单指数波动最大？	2022	2023	2024		A
财务数据统计	lc	110044	data/figure/lc/2023-07-31--中泰证券-高频数据观察：大宗商品价格上行_page6_图表16出口集装箱运价指数.jpg					CCFI综合指数在2022年的平均值最接近哪个数值？	3000	3500	4000		B
财务数据统计	lc	110045	data/figure/lc/2023-11-02--国联证券-高频数据跟踪（2023年10月第4周）：需求表现分化，基建施工景气略有改善_page15_no_caption.jpg					哪一年的PTA价格整体最低？	2019	2020	2023		B
财务数据统计	lc	110046	data/figure/lc/2024-06-24--光大期货-宏观周报：投资行业需求延续偏弱表现_page18_no_caption.jpg					2024年哪个月份的指数最高？	1月	2月	3月		A
财务数据统计	lc	110047	data/figure/lc/2023-08-28--天风证券-宏观点评：出口仍然是今年经济的亮点_page6_图12美联储估算美国自中国进口金额被明显低估单位十亿美元.jpg					哪一年中国对美国的出口额首次超过450亿美元？	2017	2018	2019		B
财务数据统计	lc	110049	data/figure/lc/2024-07-04--上海证券-海外市场跟踪：美国PCE下降，通胀仍显韧性_page3_图6美国国债收益率以及利差BP.jpg					2023年美国2年期国债收益率最高点出现在哪个月？	2023/3/1	2023/6/1	2023/9/1		A
财务数据统计	lc	110050	data/figure/lc/2023-04-19--华安期货-宏观分析报告：主要经济指标向好，市场风险偏好继续改善_page3_图表8CPI食品和非食品分项.jpg					哪个时间段的CPI和PPI剪刀差最大？	2020-03至2020-06	2021-09至2021-12	2022-06至2022-09		B
财务数据统计	lc	110051	data/figure/lc/2023-11-24--开源证券-宏观深度报告：2024年宏观经济展望-破浪前行_page6_图4美国服务消费保持坚挺.jpg					哪一年美国个人消费支出服务环比下降幅度最大？	2020	2021	2022		A
财务数据统计	lc	110052	data/figure/lc/2024-02-26--国金证券-海外周度观察：“廉价的”日本！_page15_图表46美国2月12日当周新增职位数量下降.jpg					2022年5月至2024年2月，哪个行业的活跃职位数量波动最大？	制造业	餐饮服务	专业服务		C
财务数据统计	lc	110054	data/figure/lc/2023-04-20--上海证券-“春风吹拂，科创掘金”专题报告（一）：拥抱人工智能浪潮，TMT中长主线共识持续_page8_图16近5年通信行业市盈率TTM.jpg					在2018年4月至2023年4月期间，pe_ttm最低点出现在哪一年？	2019年4月	2022年4月	2023年4月		B
财务数据统计	lc	110055	data/figure/lc/2022-12-26--平安证券-国内宏观周报：央行重启14天逆回购_page9_no_caption.jpg					在岸美元兑人民币汇率在哪段时间内下降最多？	2022/06-2022/08	2022/08-2022/10	2022/10-2022/12		C
财务数据统计	lc	110057	data/figure/lc/2023-05-22--国金证券-见微知著系列之五十二：用电变化，透露的经济线索？_page10_no_caption.jpg					2022年全国247家钢厂盈利率在哪个月达到最高点？	1月	2月	3月		A
财务数据统计	lc	110058	data/figure/lc/2023-06-25--国金证券-海外周度观察：日本走出通缩阴影了吗？_page11_图表33美国各行业活跃职位数量降低.jpg					哪个行业的职位发布数量在2022年4月至2023年6月期间波动最大？	教育	医疗	专业服务		A
财务数据统计	lc	110059	data/figure/lc/2024-05-09--国金证券-2024年4月经济数据前瞻：4月经济前瞻：“量增”强于“价涨”_page13_图表424月CPI同比或维持低位.jpg					2021年至2022年期间，CPI同比最高点出现在哪一年？	2021	2022	两者相同		B
财务数据统计	lc	110060	data/figure/lc/2023-07-06--东兴证券-2023年年中海外经济展望：衰退延迟_page5_图10实际人均可支配收入同比提高.jpg					在哪个时间段，美国个人可支配收入出现了显著下降？	2012-2013	2018-2019	2020-2021		C
财务数据统计	lc	110061	data/figure/lc/2023-11-28--国金证券-见微知著系列之六十二：房地产研究“新范式”_page14_图表49本周代表城市二手房成交有所回落.jpg					2022年全国二手房成交面积最低点出现在哪个月？	2月	3月	1月		A
财务数据统计	lc	110062	data/figure/lc/2024-10-10--麦高证券-宏观研究月报：谋定而后动，经济稳增长可期_page8_图表6固定资产投资完成额累计同比增速.jpg					哪一类投资在2022年的累计同比增速最低？	基础设施建设投资	制造业投资	房地产开发投资		C
财务数据统计	lc	110063	data/figure/lc/2023-07-20--天风证券-宏观：二季度经济数据中的亮点_page5_图8基建投资的分化单位累计同比.jpg					2022年6月，哪种投资的累计同比增速最低？	基础设施投资（不含电力）	基础设施建设投资	电力、热力、燃气及水生产和供应业		A
财务数据统计	lc	110065	data/figure/lc/2023-09-07--平安证券-2023年9月宏观利率策略：政策的边际影响探讨_page16_14年底销售面积见底15年年中销量较14年末增长5万平米.jpg					哪一年商品房销售面积的累计值达到最高点？	2021年	2019年	2023年		A
财务数据统计	lc	110066	data/figure/lc/2024-07-02--格林期货-宏观经济专题报告：PMI连续两个月略低于荣枯线_page4_图4制造业PMI出厂价格指数主要原材料购进价格指数和PPI环比.jpg					2022年第二季度PPI环比最低点出现在哪个季度？	22-Q1	22-Q2	22-Q3		B
财务数据统计	lc	110067	data/figure/lc/2023-09-15--中国银河-2023年8月经济数据分析：政策释放下经济平稳回升，房地产仍未止跌_page8_图20本地户籍失业率反弹外来与农业户籍失业率继续下降.jpg					外来农业户籍人口失业率在哪一年达到最低点？	2021年	2022年	2023年		C
财务数据统计	lc	110069	data/figure/lc/2024-04-16--中银证券-3月和一季度经济数据点评：稳增长成绩来之不易_page2_图表5工业增加值同比增速.jpg					工业增加值当月同比增速在哪一年出现了明显的峰值？	2021	2022	2024		C
财务数据统计	lc	110070	data/figure/lc/2024-01-25--海通国际-全球能源转型：越南新能源深度探究；越南绿色革命的机遇_page22_no_caption.jpg					2022年与2023年相比，哪个年份的库存水平在10月份更高？	2022	2023	相同		B
财务数据统计	lc	110074	data/figure/lc/2024-03-25--国金证券-“美国大选”系列之五：特朗普2.0：政策组合，有何不同？_page14_图表41美国3月11日当周新增职位数量上升.jpg					哪一年专业服务行业的活跃职位数量达到峰值？	22-Dec	23-Mar	24-Mar		B
财务数据统计	lc	110076	data/figure/lc/2024-03-20--交银国际证券-中国宏观：设备更新与循环经济带来的投资机会_page7_图表5中国科研费用占GDP比重仍有提升空间.jpg					从1996年到2020年，哪个国家的科研费用占GDP比重增长最快？	韩国	日本	欧盟		A
财务数据统计	lc	110077	data/figure/lc/2023-04-04--华泰期货-宏观大类日报：海外通胀预期再起_page2_图2全国城市二手房出售挂牌价指数丨单位.jpg					三线城市二手房挂牌价指数在2022年10月至2023年1月期间的变化趋势是？	持续上升	先下降后上升	持续下降		B
财务数据统计	lc	110078	data/figure/lc/2023-07-18--东海证券-国内观察：2023年6月经济数据：恢复仍偏弱，结构有亮点_page8_图15制造业投资累计同比.jpg					哪一年全部制造业累计同比增速达到最低点？	20-Mar	20-Jun	20-Sep		A
财务数据统计	lc	110080	data/figure/lc/2023-10-16--开源证券-9月通胀数据点评：大宗商品涨价驱动PPI环比回升_page5_图72022年基数回落PPI同比回升.jpg					在2022年，PPI生产资料同比在哪一季度开始下降？	第一季度	第二季度	第三季度		B
财务数据统计	lc	110081	data/figure/lc/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page10_图表38农村居民消费支出修复慢于城镇居民.jpg					哪一年农村居民人均消费支出增速达到最高点？	1994	1995	1996		A
财务数据统计	lc	110083	data/figure/lc/2024-02-29--国信证券-宏观经济专题研究：复盘中国汽车产业史_page4_图2建国初期公路里程较低.jpg					中国公路里程在哪一年开始显著增长？	1990	2000	2010		B
财务数据统计	lc	110085	data/figure/lc/2024-02-19--中邮证券-高频数据跟踪：节中出行娱乐消费热度高_page3_图表1假期当周焦炉开工率小幅回升.jpg					在2022年7月至2022年9月期间，焦炉生产率的最低点出现在哪个月份？	2022年7月	2022年8月	2022年9月		B
财务数据统计	lc	110087	data/figure/lc/2023-11-24--中国银河-宏观研究：内外因助推人民币快速拉升_page2_图6美国国债收益率.jpg					在2022年期间，哪个时间段的10年期国债到期收益率增长最快？	2022-01至2022-03	2022-04至2022-06	2022-07至2022-09		C
财务数据统计	lc	110089	data/figure/lc/2024-01-11--中银证券-2024年宏观经济与大类资产配置展望：复苏起点_page43_图表105货币基金收益率中位数.jpg					2023年7月，哪个指标的收益率最低？	商业银行NCD收益率: 2个月	R007	货基收益率中位数		C
财务数据统计	lc	110090	data/figure/lc/2024-05-09--国金证券-2024年4月经济数据前瞻：4月经济前瞻：“量增”强于“价涨”_page15_图表48上周钢厂盈利率延续回弹.jpg					哪一年的全国247家钢厂盈利率波动幅度最大？	2020	2021	2022		C
财务数据统计	lc	110091	data/figure/lc/2023-08-14--东莞证券-7月金融数据点评：社融增量超预期回落，信贷融资大幅度走弱_page1_图4M1M2同比.jpg					在哪一年，M1的增长率首次降至负数？	2022	2023	2024		A
财务数据统计	lc	110092	data/figure/lc/2023-11-02--中泰证券-2023年10月PMI数据解读：理性看待官方PMI回落_page3_图表1制造业建筑业与服务业PMI走势.jpg					建筑业PMI在哪个时间段出现显著下降？	2021年6月-2021年11月	2022年4月-2022年9月	2023年2月-2023年7月		B
财务数据统计	lc	110093	data/figure/lc/2023-04-10--中信期货-基建实物工作量高频数据跟踪_page5_镀锌管成交量与水利投资有较强相关性.jpg					哪一年的水利投资当月同比增速最高？	2021	2022	2023		B
财务数据统计	lc	110094	data/figure/lc/2023-04-20--华泰期货-经济高频数据追踪_page43_no_caption.jpg					哪一年的5月数值最低？	2021	2022	2023		B
财务数据统计	lc	110096	data/figure/lc/2024-01-17--粤开证券-【粤开宏观】2023年中国经济复盘及2024年展望_page7_图表7股市表现与通胀水平存在一定的正相关.jpg					万得全A指数在哪一年出现了显著下降？	2018	2020	2022		A
财务数据统计	lc	110097	data/figure/lc/2024-08-04--开源证券-宏观周报：二手房成交有所回落_page6_图12最近两周铜铝价格延续回落.jpg					铝价在哪个时间段达到最高点？	24-May	24-Jun	24-Jul		B
财务数据统计	lc	110098	data/figure/lc/2023-12-04--中国银河-热点与高频：部分经济数据可能短期回落_page3_图2离岸人民币与美元指数.jpg					美元指数在哪一年达到最高点？	2020	2022	2023		B
财务数据统计	lc	110099	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page16_图512024年美欧经济增速差将明显缩小.jpg					在哪个时间段，美元指数出现了明显的峰值？	1984-1985	1998-1999	2008-2009		A
财务数据统计	lc	110101	data/figure/lc/2024-03-25--平安证券-中国经济高频观察（3月第3周）：投资带动上游高频指标改善_page6_图表23本周汽车轮胎半钢胎开工率续创15年以来新高.jpg					哪一年的汽车轮胎半钢胎开工率在年初出现了显著下降？	2020	2021	2022		A
财务数据统计	lc	110102	data/figure/lc/2023-05-15--华鑫证券-美国风险面面观：居民、企业、金融市场和主权信用_page20_图表25当前美国已经有三家银行破产破产规模超过2008年.jpg					"银行破产规模在哪个年份首次超过300,000百万美元？"	2007年	2009年	2011年		B
财务数据统计	lc	110103	data/figure/lc/2023-10-22--华金证券-华金宏观·双循环周报（第29期）：辨析美国消费、中国地产边际变化_page6_图7新建商品住宅价格同比.jpg					哪类城市的新建商品住宅价格同比增速在2017-09至2018-09期间最高？	一线城市	二线城市	三线城市		C
财务数据统计	lc	110104	data/figure/lc/2024-03-26--首创证券-宏观经济周报：国内待机，海外偏强_page5_图5执行航班架次.jpg					国际航班在哪一年首次突破1000架次？	2022年	2023年	2024年		B
财务数据统计	lc	110107	data/figure/lc/2023-07-24--宏信证券-市场流动性周报_page3_图7美元兑人民币中间价和即期汇率走势.jpg					在哪一年美元兑人民币即期汇率首次突破7.2000？	2022年	2023年	2021年		A
财务数据统计	lc	110108	data/figure/lc/2023-09-11--光大期货-宏观周报：通胀价格企稳_page20_图表33全国能繁母猪存栏单位万头.jpg					2021年与2022年的数据趋势有何不同？	2021年上升，2022年下降	2021年下降，2022年上升	两者都保持平稳		C
财务数据统计	lc	110109	data/figure/lc/2024-08-06--麦高证券-流动性跟踪周报_page3_图表4R007和DR007近一年走势.jpg					R007与DR007之间的最大差值出现在哪个月份？	2023年10月	2023年12月	2024年1月		A
财务数据统计	lc	110110	data/figure/lc/2023-11-26--民生证券-高频数据跟踪周报：工业生产稳步修复_page7_图18本周高线价格续升元吨.jpg					2021年的价格峰值出现在哪个月份？	5月1日	7月1日	9月1日		A
财务数据统计	lc	110111	data/figure/lc/2024-07-10--开源证券-宏观经济点评：消费增长延续以价换量_page4_图4截至2024年6月核心CPI环比连续4个月弱于季节性.jpg					2024年1月核心CPI环比与季节性相比，哪个更高？	核心CPI环比	核心CPI环比季节性	两者相同		A
财务数据统计	lc	110113	data/figure/lc/2023-08-27--中原证券-宏观专题：当前基本面与主要政策梳理_page9_图24我国汽车半钢胎周频开工率.jpg					2020年的开工率在哪个季度最低？	第一季度	第二季度	第三季度		A
财务数据统计	lc	110115	data/figure/lc/2024-04-19--招商银行-超越加息：美国地产周期性繁荣_page3_图4次贷危机重创美国住房供给.jpg					在哪个年份，美国新屋完工数最低？	2009	2011	2013		A
财务数据统计	lc	110116	data/figure/lc/2023-09-17--信达证券-宏观研究专题报告：库存周期见底能否代表经济见底？_page9_图139月房地产销售低迷.jpg					2022年商品房成交面积最高的月份是？	7月	8月	9月		A
财务数据统计	lc	110117	data/figure/lc/2023-11-19--中航证券-周报：美联储降息时点或提前，国内经济保持韧性_page7_图910月社零环比与历年10月相比不算强.jpg					2019年与2021年的社零环比在哪个季度最接近？	第一季度	第二季度	第三季度		B
财务数据统计	lc	110118	data/figure/lc/2023-04-25--华泰期货-经济高频数据追踪_page27_开工率甲醇国内.jpg					2022年开工率最高点出现在哪个月？	6月	7月	8月		A
财务数据统计	lc	110119	data/figure/lc/2024-02-29--信达证券-2024年两会的六大关注点_page13_图102023年下半年外地户籍就业好于本地户籍.jpg					哪一年本地户籍人口的失业率最低？	21-Sep	22-Jan	23-May		A
财务数据统计	lc	110120	data/figure/lc/2023-10-24--华宝证券-金融产品行业生态报告：暗潮汹涌下积蓄的力量_page27_图28保险资金大类资产配置趋势.jpg					哪一年股票和基金的配置比例达到最高点？	2007	2012	2015		A
财务数据统计	lc	110123	data/figure/lc/2023-08-29--国金证券-海外周度观察：拜登“宽财政”还能持续吗？_page13_图表35德国航班飞行次数高于2022年.jpg					哪一年的德国航班流量在12月份最低？	2020	2021	2022		A
财务数据统计	lc	110125	data/figure/lc/2023-06-06--浦银国际证券-2023年中期宏观经济展望：美国渐入衰退，中国复苏再起_page16_no_caption.jpg					实际GDP增速在哪一年首次出现负增长？	20-Mar	21-Mar	22-Mar		A
财务数据统计	lc	110126	data/figure/lc/2023-08-11--银河期货-高频数据周度分析_page8_no_caption.jpg					哪一年的PVC库存波动最小？	2021年	2022年	2023年		B
财务数据统计	lc	110127	data/figure/lc/2023-04-04--华泰期货-宏观大类日报：海外通胀预期再起_page4_图13商业银行同业存单利率丨单位.jpg					2021年至2022年期间，1年期同业存单利率的总体趋势是？	上升	下降	波动不大		B
财务数据统计	lc	110128	data/figure/lc/2023-08-28--天风证券-宏观点评：出口仍然是今年经济的亮点_page7_图14美国耐用品新订单已经开始好转单位.jpg					美国耐用品新增订单同比在哪一年达到最低点？	2020	2021	2023		A
财务数据统计	lc	110130	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page16_no_caption.jpg					欧元区GDP增速在哪一年达到峰值？	2021	2022	2023		B
财务数据统计	lc	110131	data/figure/lc/2023-05-24--东海证券-供需视角下的房地产趋势研判：今朝不似昨朝寒，地产两极化显然_page8_图11住宅新开工与竣工面积环比增加变化万平方米.jpg					哪一年的住宅竣工面积累计值首次超过60000万平方米？	2008	2010	2012		B
财务数据统计	lc	110133	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page8_图7国内航班执飞班次持续攀升.jpg					哪一年的国内航班执飞班次在3月份出现明显下降？	2021年	2022年	2023年		B
财务数据统计	lc	110135	data/figure/lc/2023-11-16--国金证券-2023年10月经济数据点评：复苏波折下，政策落地提速_page6_图表1510月工业生产边际放缓.jpg					2021年至2022年期间，哪个行业的工业增加值增速波动最大？	制造业	全部工业	电热燃		C
财务数据统计	lc	110136	data/figure/lc/2024-01-05--开源证券-宏观经济专题：人民币汇率：2024年可能的“变与不变”_page8_图11欧元区通胀下行较快.jpg					核心HICP在哪一年开始显著上升？	2020	2021	2022		B
财务数据统计	lc	110137	data/figure/lc/2024-06-05--国投安信期货-4月美国PCE数据快报_page0_图美国PCE分项同比走势.jpg					美国核心PCE当月同比在哪一年首次降至3%以下？	2023	2024	2025		A
财务数据统计	lc	110140	data/figure/lc/2023-12-19--国泰期货-2024年海外宏观经济展望：先下行风险，后周期机遇，寻均衡利率_page7_图21资本品和制造业新订单震荡筑底.jpg					哪一年制造业新订单同比出现最低点？	2019	2020	2021		B
财务数据统计	lc	110142	data/figure/lc/2024-07-03--国联证券-美国再通胀研究：美国通胀回落：从供给改善到需求走弱_page19_图表27M2和核心通胀同比.jpg					在2022年，哪个指标的下降幅度最大？	核心CPI	核心PCE	M2滞后		C
财务数据统计	lc	110143	data/figure/lc/2023-06-28--民生证券-2023年H2宏观指标预测：寻找大变量_page26_图22生猪供应压力趋于缓释.jpg					哪个年份生猪出栏同比%的增长最为显著？	2017	2019	2021		B
财务数据统计	lc	110144	data/figure/lc/2023-12-27--华金证券-工业企业利润点评（2023.11）：油价大跌降低成本，推升工业企业利润_page1_图3工业企业利润累计同比三大行业.jpg					电力热力燃气水的生产及供应业在2023年哪个季度利润最高？	第一季度	第二季度	第三季度		B
财务数据统计	lc	110145	data/figure/lc/2024-01-08--浦银国际证券-月度宏观洞察：静候佳音_page15_图表33除新屋开工外大部分房产相关数据下滑.jpg					工业生产增速在哪个时间段波动最大？	2018-2019	2019-2020	2020-2021		B
财务数据统计	lc	110146	data/figure/lc/2023-07-31--国金证券-见微知著系列之五十八：库存周期下，蕴藏的投资机遇_page7_图表205月发改委项目核准加快.jpg					在哪个年份，累计核准固定资产投资项目金额首次超过1.5万亿元？	2019	2020	2022		C
财务数据统计	lc	110148	data/figure/lc/2024-01-18--中泰证券-12月经济数据点评：基建发力开始显现_page8_图表16建筑业PMI连续两个月回升.jpg					2022年哪个月份的建筑业PMI最低？	7月	8月	10月		A
财务数据统计	lc	110149	data/figure/lc/2024-08-22--甬兴证券-7月社融数据点评：央行逆周期调节的货币政策空间打开_page5_图9M1M2同比涨跌幅pct.jpg					2023年M2同比增速的最高点出现在哪个月份？	23-Jan	23-Apr	23-Jul		B
财务数据统计	lc	110150	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page10_图29各类投资不变价增速.jpg					哪个类别的投资在2023年的增速最高？	建筑	设备	知识产权		A
财务数据统计	lc	110151	data/figure/lc/2024-07-01--华泰期货-宏观利率图表189：滞胀的定价_page10_no_caption.jpg					2024/5/29 的数据在哪一个时间段达到最高点？	1X4	3X6	6X9		C
财务数据统计	lc	110153	data/figure/lc/2024-02-20--中邮证券-春节假期国内外宏观信息一览_page6_图表3美国PPI和核心PPI同比.jpg					核心PPI同比增速在哪一年首次超过8%？	2020	2021	2022		B
财务数据统计	lc	110158	data/figure/lc/2023-09-24--中邮证券-高频数据看9月：消费回暖优于房地产，新兴产业持续回升_page11_图表24PTA开工率.jpg					2022年PTA开工率最低点出现在哪个月份？	6月	8月	10月		B
财务数据统计	lc	110159	data/figure/lc/2024-06-03--中泰证券-当前经济与政策思考：关注小企业的景气表现_page3_图表2制造业PMI在手订单指数.jpg					2024年PMI在手订单指数在哪个月达到峰值？	M03	M06	M09		A
财务数据统计	lc	110160	data/figure/lc/2023-06-21--国联证券-高频数据跟踪（2023年6月第3周）：供需结构影响消费，基建发力仍需扶持_page5_国际航班出行量小幅提升增速有所放缓架次.jpg					2023年哪个月份的指数首次超过750？	4月	5月	6月		B
财务数据统计	lc	110162	data/figure/lc/2023-10-30--国金证券-海外周度观察：美联储叙事的转变：从higher到longer_page8_图表20美国通胀走势.jpg					哪一年的核心PCE与核心CPI差距最大？	2016	2019	2022		C
