fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融信息识别	lc	110100	data/figure/lc/2023-04-03--平安证券-国内宏观周报：地产高频指标显著改善_page5_图表22上周百城土地成交面积环比增加83.jpg					图中哪一年的土地成交面积在年初达到峰值？	2020	2021	2023		C
金融信息识别	lc	110105	data/figure/lc/2023-10-20--开源证券-兼评9月经济数据：市场与经济背离，博弈落在两个关键时点_page5_图119月挖机开工小时数同比增速mathbf97.jpg					图中2023年第一季度的开工小时数同比增速最高点是多少？	50%	60%	70%		B
金融信息识别	lc	110106	data/figure/lc/2023-06-27--中诚信国际-宏观经济与大类资产配置月报（2023年5月）：需求不足拖累经济修复，资产配置仍建议股债均衡_page9_图14PPI延续负增长.jpg					图中2021年8月的PPI同比最高点是多少？	13.50%	14.00%	14.50%		A
金融信息识别	lc	110114	data/figure/lc/2024-04-28--中泰证券-高频数据观察：钢材库存持续下行_page4_no_caption.jpg					图中2022年BDI指数的最高点是多少？	3500	3000	3200		A
金融信息识别	lc	110122	data/figure/lc/2023-04-20--华泰期货-经济高频数据追踪_page29_no_caption.jpg					图中2021年的最高点出现在哪个月？	4月	5月	6月		A
金融信息识别	lc	110124	data/figure/lc/2024-05-29--建银国际证券-中国经济评论：四月数据显示经济逐步复苏_page2_no_caption.jpg					图中2023年的数据趋势与2022年相比，哪个更接近2017-2019年的平均水平？	2022	2023	两者都接近		B
金融信息识别	lc	110129	data/figure/lc/2024-07-01--宏信证券-市场流动性周报_page2_图3短期shibor走势.jpg					图中2023年5月的最低点出现在哪个周期？	隔夜	1周	1个月		A
金融信息识别	lc	110132	data/figure/lc/2024-01-11--中银证券-2024年宏观经济与大类资产配置展望：复苏起点_page9_图表12美国库存同比增速.jpg					图中2009年的最低点出现在哪种库存上？	制造商库存	零售商库存	批发商库存		B
金融信息识别	lc	110134	data/figure/lc/2024-07-03--联储证券-2024年中宏观展望：固本培元，如日之升_page12_图19房地产新开工不足施工规模收缩.jpg					图中哪一年的房地产施工面积同比达到峰值？	2020年	2021年	2022年		B
金融信息识别	lc	110139	data/figure/lc/2023-11-09--信达证券-专题报告：通胀低迷的逻辑_page4_图6猪肉同比降幅扩大部分源于去年基数上行.jpg					观察图表，2023年猪肉价格在哪个月份开始显著上升？	6月	7月	8月		B
金融信息识别	lc	110147	data/figure/lc/2024-07-30--平安证券-宏观深度报告：人民币汇率急升：基础、触发与走向_page10_图表18人民币汇率行至关键点位时往往看到离岸人民币利率水平显著抬升.jpg					图中CNH HIBOR隔夜利率在2024年的峰值出现在哪个月份？	2024年3月	2024年5月	2024年7月		B
金融信息识别	lc	110152	data/figure/lc/2024-04-02--民生证券-国内经济高频周报：3月第4周：应该如何描述当前的经济状态？_page3_图8水泥磨机开工率.jpg					观察图表，哪一年的水泥磨机开工率在6月份最高？	2019	2023	2024		A
金融信息识别	lc	110154	data/figure/lc/2023-07-23--东吴证券-宏观点评：美国房地产：软着陆到底是不是伪命题？_page3_图11申请抵押贷款的人数低位徘徊.jpg					观察图表，哪个年份的申请抵押贷款购房指数达到峰值？	2019	2021	2023		B
金融信息识别	lc	110155	data/figure/lc/2024-02-22--平安证券-美联储1月会议纪要后的三个问题_page3_图表5近期美股波动率与美债利率多呈负相关性.jpg					观察图表，哪个月份10年美债利率最低？	12月23日	1月24日	2月24日		A
金融信息识别	lc	110156	data/figure/lc/2023-12-07--东吴证券-宏观点评：11月出口：增速转正背后的三个关注点_page2_图111月出口增速转正.jpg					图中2023年最低点出现在哪个月？	2月	4月	7月		A
金融信息识别	lc	110157	data/figure/lc/2024-02-18--国联证券-宏观专题研究：春节期间国内外宏观数据有积极信号_page4_图表3百度全国迁徙规模指数.jpg					图中2024年的最高点出现在哪一天？	初一	初三	初六		C
金融信息识别	lc	110161	data/figure/lc/2024-01-29--国金证券-海外周度观察：美国大选：特朗普归来，这次不一样？_page6_no_caption.jpg					图中哪一年的绿卡获得者数量最低？	2020	2021	2022		B
金融信息识别	lc	110165	data/figure/lc/2023-10-04--山西证券-2023年9月PMI点评兼论利率影响：经济延续改善，收益率步入震荡_page1_图6PMI采购量生产采购量原材料库存.jpg					图中PMI生产（MA12）在哪一年达到了历史最高点？	2007	2010	2013		A
金融信息识别	lc	110174	data/figure/lc/2023-11-13--建信期货-宏观贵金属周报：中国物价增速重新走低_page7_图14伦敦黄金与其他资产相关性.jpg					图中2023年7月哪个指标的值最低？	金汇	金利	金油		B
金融信息识别	lc	110175	data/figure/lc/2023-09-15--中国银河-2023年8月经济数据分析：政策释放下经济平稳回升，房地产仍未止跌_page7_图177月工业增加值同比37服务业生产指数同比57.jpg					图中服务业生产指数在2023年第一季度的最高值是多少？	18%	16%	14%		A
金融信息识别	lc	110179	data/figure/lc/2023-10-18--华福证券-中国经济三季报：经济延续恢复向好态势_page11_图表18商品房销售面积同比增速变化情况.jpg					图中2021年商品房销售面积当月同比增速最高点是多少？	80%	100%	120%		B
金融信息识别	lc	110181	data/figure/lc/2024-03-12--天风证券-宏观报告：美国核心通胀反弹的两条线索_page4_图6美国超级核心通胀依然火热.jpg					图中2023年超级核心通胀同比最低点出现在哪个月份？	23-Jun	23-Aug	23-Oct		B
金融信息识别	lc	110187	data/figure/lc/2023-06-12--国金证券-海外周度观察：GDP和GDI的“背离”与“真相”-美国经济重现“技术性衰退”_page11_图表28持有失业保险人群的失业率12.jpg					图中2022年1月至2023年5月期间，失业率的总体趋势是？	上升	下降	波动不大		B
金融信息识别	hg	110195	data/figure/hg/2023-10-13--国联证券-美国9月CPI数据点评：通胀数据略超预期，美联储或继续鹰派姿态_page2_图表311月会议加息概率.jpg					根据直方图，当前目标利率为525-550的概率是多少？	94.50%	5.50%	0.00%		A
金融信息识别	hg	110198	data/figure/hg/2022-11-14--平安证券-国内宏观周报：民营房企融资松绑_page10_图表38本周主要期限国债收益率上行.jpg					根据直方图，哪一年的中债国债到期收益率周变化最大？	1年	3年	5年		A
金融信息识别	hg	110199	data/figure/hg/2024-05-19--东海证券-宏观周观点：地产政策加速推出，特别国债开启发行_page9_no_caption.jpg					直方图中哪个国家的峰值最高？	比利时	日本	加拿大		A
金融信息识别	hg	110200	data/figure/hg/2023-03-24--信达证券-下一阶段“降息交易”或回归主导_page2_图1北京时间3月22日晚CMEFedWatch显示的3月加息25bp概率达878.jpg					根据直方图，哪个目标利率范围的概率更高？	450-475	475-500	两者相同		B
金融信息识别	hg	110206	data/figure/hg/2023-12-12--海通国际-2024年危化物流展望：稳中求进_page9_图2022年我国液货危险品运输量和运力.jpg					根据直方图，哪种危险品的沿海运输量最大？	成品油	化学品	液化气		A
金融信息识别	hg	110230	data/figure/hg/2022-10-14--国海证券-9月金融数据点评：政策推动融资需求改善_page2_图19月社融同比多增6274亿元.jpg					根据直方图，社会融资规模的增量是多少？	6274亿元	7964亿元	3555亿元		A
金融信息识别	hg	110245	data/figure/hg/2023-07-06--国联证券-出口调研见闻：重估中国出口_page9_图表10IMF经济增长预测.jpg					根据图表，哪个经济体的GDP增长率最高？	新兴市场和发展中经济体	美国	日本		A
金融信息识别	hg	110252	data/figure/hg/2023-11-27--天风证券-宏观利率周报：如何看待M1与货币空转？_page11_图16一周债市行情回顾.jpg					图中显示的AAA中票收益率最低的是哪个期限？	1年	5年	30年		B
金融信息识别	hg	110253	data/figure/hg/2022-12-22--平安证券-宏观深度报告：2023年国内外物价展望_page29_no_caption.jpg					根据直方图，哪一项的百分比最高？	交通基础设施	农林水利	能源		A
金融信息识别	hg	110254	data/figure/hg/2023-04-26--中国银河-2023年二季度宏观经济展望：始于足下_page8_图12美国CPI与核心CPI同比增速预测显示通胀上半年较快回落下半年展现粘性1.jpg					根据直方图，美国CPI在2022年6月达到峰值，峰值是多少？	9.1	8.5	7.9		A
金融信息识别	hg	110262	data/figure/hg/2022-11-18--艾瑞股份-数字经济篇：CHO人才战略调研报告_page12_no_caption.jpg					根据直方图，人力资源数字化渗透率最高的企业规模是？	5000人以上	2001-5000人	1001-2000人		A
金融信息识别	hg	110272	data/figure/hg/2023-09-25--粤开证券-【粤开宏观】城投平台全面梳理：界定、转型与隐性债务测算_page7_图表2Wind口径下城投公司申万一级行业分类.jpg					根据直方图，城投公司数量最多的行业是哪个？	建筑装饰	综合	公用事业		A
金融信息识别	hg	110278	data/figure/hg/2023-03-07--腾景数研-腾景宏观产业高频模拟和预测周报：基于腾景AI高频模拟和预测-经济复苏步伐符合政府工作预期目标_page12_图26本周有19个服务业行业增加值上行11个服务业行业增加值下行.jpg					根据直方图，哪个行业的增加值最高？	水利管理业	卫生	公共设施管理业		A
金融信息识别	hg	110288	data/figure/hg/2024-08-25--国联证券-美国大选观察（一）：哈里斯的选情明显改观_page16_图表12美国选民关心的议题排序.jpg					在图中，哪个议题的选民关注度最高？	经济	移民	民主		A
金融信息识别	hg	110294	data/figure/hg/2024-04-01--天风证券-宏观点评：日股，进退？_page7_no_caption.jpg					在直方图中，哪支指数的涨幅最大？	日本TPX500	沪深300	标普500		A
金融信息识别	hg	110303	data/figure/hg/2024-05-08--中邮证券-宏观观点：非农就业分化暂缓美联储鹰派担忧_page3_图表12023年4月24年4月美国新增非农就业人数结构千人.jpg					在图中，哪个部门的新增非农就业人数波动最大？	商品生产	服务生产	私人部门		B
金融信息识别	hg	110304	data/figure/hg/2023-05-29--东吴证券-宏观点评：美国债务上限破局：攘外先安内？_page5_图9美国人认为责任主要在特朗普共和党.jpg					根据直方图，认为特朗普+共和党对债务问题负主要责任的百分比是多少？	102%	44%	50%		A
金融信息识别	hg	110308	data/figure/hg/2023-12-21--世界银行-专题：投资转向与需求不足，驾驭后疫情时代中国经济增长路径，何去何从_page42_no_caption.jpg					根据直方图，美国的工资收入占比大约是多少？	40%	50%	60%		B
金融信息识别	hg	110322	data/figure/hg/2024-09-05--国海证券-日本视角：房屋养老金的国际经验_page9_图5根据长期维修计划对修缮积立金进行定额的公寓占例提升.jpg					根据图中数据，哪一年的修缮积立金定额的公寓占例最高？	2003年	2008年	2018年		C
金融信息识别	hg	110326	data/figure/hg/2023-09-22--中诚信国际-2023年8月财政数据点评：“房地产二次探底”持续，政府性基金收入降幅再度扩大_page8_no_caption.jpg					从直方图可以看出，哪个省份的新增专项债和再融资专项债总和最高？	广东	江苏	浙江		A
金融信息识别	hg	110329	data/figure/hg/2023-06-24--国金证券-见微知著系列之五十五：基建落地“新”变化？_page7_图表16公共设施管理项目从签约至开工时间相对较长.jpg					根据直方图，哪类基建项目的招标至开工时长最长？	交通运输	道路运输	公共设施管理		C
金融信息识别	hg	110332	data/figure/hg/2022-11-02--粤开证券-【粤开宏观】从财税视角看四川“天府之国”的烦恼_page23_图表332021年四川省国有资本经营预算收入位居全国中上游.jpg					根据直方图，哪个省份的国有资本经营预算收入最低？	宁夏	青海	黑龙江		A
金融信息识别	hg	110337	data/figure/hg/2023-01-29--华鑫证券-高频指标周报：春节消费喜迎“开门红”_page20_图表33春节期间服务消费修复好于商品消费.jpg					根据直方图，消费相关行业较2022同比变动的数值是多少？	12.2	13.5	8.1		A
金融信息识别	hg	110338	data/figure/hg/2023-04-20--上海证券-“春风吹拂，科创掘金”专题报告（一）：拥抱人工智能浪潮，TMT中长主线共识持续_page7_no_caption.jpg					根据直方图，哪个行业的5日主力净流入额为负值且数值最大？	电力设备	计算机	医药生物		A
金融信息识别	hg	110340	data/figure/hg/2022-11-30--腾景数研-腾景宏观月报：基于腾景国民经济运行全口径数据-10月全口径投资：“三支箭”纾困房地产，投资延续温和复苏_page5_no_caption.jpg					根据直方图，房屋新开工面积累计同比在2020年12月达到峰值，该峰值大约是多少？	60%	40%	80%		A
金融信息识别	hg	110348	data/figure/hg/2023-05-22--国金证券-见微知著系列之五十二：用电变化，透露的经济线索？_page8_图表23年初以来全口径社零同比好于限额以上.jpg					根据图表，商品零售的全口径数据与限额以上数据相比，哪个更高？	全口径	限额以上	两者相同		A
金融信息识别	hg	110351	data/figure/hg/2023-07-04--腾景数研-基于腾景AI高频模拟和预测：6月PMI上行，制造业景气水平改善_page10_图25本周有18个工业行业增加值上行18个工业行业增加值下行.jpg					根据直方图，哪个行业增加值最大？	电气机械制造业	仪器仪表制造业	铁路船舶制造业		A
金融信息识别	hg	110371	data/figure/hg/2022-10-10--国元证券-国元总量每日一图：汽车：消费超预期的关键_page0_资料来源wind国元证券研究所.jpg					根据直方图，拉动系数最高的类别是？	汽车类	食品饮料类	家用电器和音像器材类		A
金融信息识别	hg	110375	data/figure/hg/2023-03-21--腾景数研-基于腾景AI高频模拟和预测：央行降准：稳固1-2月经济运行走势_page12_no_caption.jpg					根据直方图，哪个行业在2023年1-2月的经济运行走势中表现最好？	卫生	公共设施管理业	信息传输业		A
金融信息识别	hg	110388	data/figure/hg/2023-11-02--国联证券-美联储11月议息会议点评：利率终点或隐约可见_page1_图表1CME加息预期11月会议.jpg					根据直方图，525-550 bps 的目标利率概率是多少？	97.20%	2.80%	50.00%		A
金融信息识别	hg	110403	data/figure/hg/2023-02-17--国信证券-宏观经济专题研究：房地产的经济贡献分析_page22_图19房地产业对其他行业前十位的完全消耗系数.jpg					在直方图中，完全消耗系数最低的行业是？	电力、热力的生产和供应	建筑	食品和烟草		A
金融信息识别	hg	110404	data/figure/hg/2023-10-20--中国银河-十载初折桂，百年新征程：推动“一带一路”战略发展的宏观意义与主题投资机会_page36_图59一带一路主题相关个股行业分布.jpg					根据直方图，成分股个数最少的三个行业中不包括哪个？	商贸零售	汽车	建筑材料		C
金融信息识别	hg	110405	data/figure/hg/2022-12-06--中泰证券-2023年宏观经济与资本市场展望：守冬待春_page18_图表30公司公告提及贴息贷款的公司行业分布个.jpg					在直方图中，哪两个行业的公司数量相同且最少？	环保设备和软件开发	通信设备和医疗服务	中药和专业工程		C
金融信息识别	hg	110408	data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page8_图表52022年末31省份专项债务余额对比.jpg					根据直方图，哪个省份的专项债务余额最低？	西藏	青海	宁夏		A
金融信息识别	hg	110411	data/figure/hg/2023-08-05--东海证券-海外观察：2023年7月美国就业数据：美国就业缓慢降温，薪资增速坚挺_page4_图5服务业新增就业人数与其他行业对比千人.jpg					从图表中可以看出，哪个月份的服务业新增就业人数最低？	23-Jun	23-May	23-Apr		A
金融信息识别	hg	110415	data/figure/hg/2023-12-09--华金证券-华金宏观·双循环周报（第35期）：CPI走弱非农转强，中美央行如何抉择？_page6_图8PPI同比及结构贡献.jpg					根据直方图，PPI同比在2021年5月到2021年11月期间的峰值主要由哪种因素贡献？	煤炭	钢铁	原油		A
金融信息识别	hg	110425	data/figure/hg/2023-05-28--国联证券-全球货币体系的大变局：去美元化、债务困境和黄金石油的机会_page14_图表21黄金储备吨.jpg					根据直方图，哪个国家或组织的黄金储备最高？	美国	IMF	法国		A
金融信息识别	hg	110431	data/figure/hg/2022-12-28--华鑫证券-工业企业利润宏观点评报告：11月工业企业：盈利探底，中游制造利润修复_page2_图表111月工业企业利润累计同比增速进一步下行.jpg					从直方图中可以看出，工业增加值累计同比增速在2021年1月至2021年7月期间的变化趋势是？	先升后降	持续下降	持续上升		A
金融信息识别	hg	110437	data/figure/hg/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page6_图表181997年制造业分行业盈利情况.jpg					根据直方图，哪个行业在1997年的职工人数最多？	纺织	机械制造	化学原料		A
金融信息识别	hg	110440	data/figure/hg/2023-01-29--东吴证券-宏观点评：中国资产定价了多少“放开后的复苏”？_page2_图12023年以来中国权益资产成为市场追捧的香饽饽.jpg					根据直方图，哪个指数在年初至今的表现最好？	恒生科技	纳斯达克	法CAC		A
金融信息识别	hg	110442	data/figure/hg/2023-03-21--腾景数研-基于腾景AI高频模拟和预测：央行降准：稳固1-2月经济运行走势_page11_no_caption.jpg					根据直方图，哪个行业在2023年1-2月的经济运行中表现最好？	石油加工业	家具制造业	废品废料		A
金融信息识别	hg	110451	data/figure/hg/2024-06-18--山西证券-海外经济周观察_page5_no_caption.jpg					从图表中可以看出，哪一项指标在2024年6月的数值最低？	一年经济展望	五年经济展望	预期个人财务状况		A
金融信息识别	hg	110452	data/figure/hg/2024-03-20--交银国际证券-中国宏观：设备更新与循环经济带来的投资机会_page11_no_caption.jpg					哪一种金属在直方图中占据了最高的比例？	黄金	镍	铝		A
金融信息识别	hg	110453	data/figure/hg/2023-05-15--华鑫证券-美国风险面面观：居民、企业、金融市场和主权信用_page42_图表67当前REITs行业留有大量的DryPowder十亿美元.jpg					从图表中可以看出，哪个地区在2018年后的增长最为显著？	北美地区	欧洲	亚太地区		A
金融信息识别	hg	110454	data/figure/hg/2023-08-27--中银证券-宏观和大类资产配置周报：经济有望持续温和复苏_page3_图表2大类资产收益率横向比较.jpg					根据直方图，哪种资产在2023年8月25日的收益率最高？	申万大盘股	十年国债	工业企业收入利润		A
金融信息识别	hg	110471	data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page9_图表102021年海南省各地市财政自给率.jpg					根据直方图，哪个城市的财政自给率最低？	海口市	三亚市	儋州市		C
金融信息识别	hg	110474	data/figure/hg/2022-11-21--中信期货-宏观策略周报：今年海外经济体旅游业恢复情况如何？_page1_图表截至9月30号主要经济体疫情防控严格指数.jpg					根据直方图，哪个国家的疫情防控严格指数最高？	中国	印度	日本		A
金融信息识别	hg	110475	data/figure/hg/2022-12-11--国联证券-优化防疫模式之后的经济前景（二）：越南防疫之路的教训_page13_图表18一些越南家庭自疫情来持续消耗储蓄.jpg					在直方图中，哪个时间段的家庭比例最高？	1-3个月	6个月以上	小于1个月		A
金融信息识别	hg	110477	data/figure/hg/2023-09-01--中国银行-宏观观察2023年第35期（总第491期）：本轮强降雨天气的影响分析与对策建议＊_page4_图2本轮强降雨地区2022年粮食产量占比.jpg					根据直方图，哪个地区的2022年粮食产量占比更高？	京津冀鲁豫	黑吉辽	两者相同		A
金融信息识别	hg	110485	data/figure/hg/2023-06-16--国金证券-流动性“新知”系列：降息落地，货币还有哪些期待？_page3_图表6银行间质押回购成交规模维持高位.jpg					从图表中可以看出，2021年7月至2021年9月期间，质押回购成交规模占比下降最明显的银行类型是？	股份制行	国有大行	城商行		A
金融信息识别	hg	110487	data/figure/hg/2023-02-03--东方金诚-2022年应收账款资产支持证券回顾与2023年展望_page9_图表1520142022年应收账款资产证券化产品核心信用主体行业分类情况按项目单次.jpg					根据直方图，哪个行业的核心主体数量最多？	建筑装饰	机械设备	医药生物		A
金融信息识别	hg	110488	data/figure/hg/2023-08-22--国金证券-“重估中国”系列报告：1990年代末的转型，对当下有何启示？_page13_图表56中国国抚育成本远高于欧美等发达国家.jpg					直方图显示，哪个国家的抚养成本相对人均GDP最低？	澳大利亚	新加坡	瑞典		A
金融信息识别	hg	110494	data/figure/hg/2023-12-01--国金证券-2024年宏观经济形势展望：江春入旧年_page7_图表12美国CMBS逾期率.jpg					从图表中可以看出，总体CMBS逾期率在哪个时间段内最低？	22-Oct	23-Apr	23-Aug		A
金融信息识别	hg	110495	data/figure/hg/2024-09-13--国联证券-美国大选观察（三）：总统辩论中哈里斯的表现更好_page7_图表4民调显示更多人认为拜登输了第一次辩论.jpg					根据图表，特朗普的占比大约是多少？ 	30%	50%	70%		C
金融信息识别	hg	110505	data/figure/hg/2024-09-13--国联证券-美国大选观察（三）：总统辩论中哈里斯的表现更好_page7_图表5民调显示更多人认为哈里斯赢了辩论.jpg					根据图表，哪位候选人的支持率更高？	哈里斯	特朗普	数据不明确		A
金融信息识别	hg	110517	data/figure/hg/2023-05-08--国金证券-大类资产月报第1期：5月卖出法则，还适用吗？_page14_图表38美联储加息预期再度升温.jpg					根据直方图，业绩超预期的公司数量在哪个时间段达到峰值？	04-26至04-28	04-18至04-20	04-04至04-06		A
金融信息识别	hg	110518	data/figure/hg/2023-04-07--中国银河-大类资产与金融市场监测周报2023年4月第一周：美加息预期再降温，马克龙一行访华_page5_no_caption.jpg					根据直方图，哪个行业在中国WIND行业中表现最好？	电信服务	信息技术	金融		A
金融信息识别	hg	110523	data/figure/hg/2023-11-24--开源证券-宏观深度报告：2024年宏观经济展望-破浪前行_page49_no_caption.jpg					根据直方图，哪个行业的2015-2017年同比均值最高？	黑色冶炼压延	煤炭采选	有色金属采选		A
金融信息识别	hg	110525	data/figure/hg/2023-11-22--首创证券-10月经济数据点评：10月经济延续弱修复_page7_图1310月9月零售分项四年平均同比.jpg					根据直方图，零售额增长最快的品类是哪个？	石油及制品	化妆品类	汽车		A
金融信息识别	hg	110527	data/figure/hg/2023-12-19--国泰期货-2024年海外宏观经济展望：先下行风险，后周期机遇，寻均衡利率_page26_图90就业数据对10年期美债影响最为显著.jpg					根据直方图，哪一项对10年期美债收益率的影响最大？	Payrolls Change (Thousands)	Retail Sales Advance (MoM %)	ISM Manufacturing (SA)		A
金融信息识别	frg	110539	data/figure/frg/2024-01-01--半导体-聚辰股份-深度报告：DDR5渗透加速，SPD、车规级EEPROM驱动成长_page6_图10公司股权架构截至2023年H1.jpg					图中股权占比最高的股东是以下哪一方？	陈作涛	江西和光	聚辰股份		A
金融信息识别	frg	110544	data/figure/frg/2023-10-16--化学制品-巨化股份-公司深度报告：氟化工有望进入长期景气周期，龙头一体化优势尽显_page28_图58公司VDC与PVDC生产工艺.jpg					在VDC生产过程中，碱液的作用是什么？	中和反应	催化作用	调节pH值		C
金融信息识别	frg	110547	data/figure/frg/2022-12-07--酿酒行业-百润股份-预调鸡尾酒行业龙头，强爽与清爽蓄力成长_page20_图百润预调酒产品研发流程.jpg					在产品研发流程中，消费者测评环节之后的步骤是什么？	内部测评	线上试销	线下销售		B
金融信息识别	frg	110550	data/figure/frg/2022-10-24--光伏设备-高测股份-领军高硬材料切割，切片代工打开业绩弹性_page23_图表44中国碳化硅半导体材料产业链.jpg					在碳化硅半导体材料产业链中，哪一步骤涉及氮化镓外延？	衬底	外延	器件		B
金融信息识别	frg	110553	data/figure/frg/2023-10-15--汽车零部件-开特股份-汽车热管理传感器龙头，电动化、智能化有望驱动高增_page14_图表27传统汽车与新能源汽车的热管理系统对比.jpg					在传统汽车的热管理系统中，发动机热管理系统的冷却方式是什么？	压缩机、冷凝器、蒸发器、膨胀阀	对发动机的冷却	需要电子水泵作为动力源，阀类调节流量大小及流向		B
金融信息识别	frg	110560	data/figure/frg/2023-06-09--电子化学品-鼎龙股份-公司首次覆盖报告：高端材料平台型供应商，新品放量推动业绩稳健增长_page5_图2股权架构.jpg					图中持股比例最高的股东是以下哪一方？	其他股东	朱双全	朱顺全		A
