fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融实体关系解读	frg	110551	data/figure/frg/2022-12-30--环保行业-九州一轨-轨交减振领域专精特新企业，行稳致远_page15_图表20公司股权结构截至公司招股说明书签署.jpg					九州一轨的股东中，非个人股东持股比例之和是否超过50%？	是	否	无法确定		A
金融实体关系解读	frg	110554	data/figure/frg/2023-01-16--航空机场-上海机场-点评报告：合资收购日上资产，深度协同行稳致远_page2_图表1收购前日上互联UniChampion股权结构及旗下核心资产梳理.jpg					Uni-Champion的直接和间接持股比例之和是否超过50%？	是	否	不确定		A
金融实体关系解读	frg	110555	data/figure/frg/2023-03-20--钢铁行业-甬金股份-铢积寸累，乘势而起_page6_图表2公司股权结构截至20221114.jpg					在浙江甬金金属科技股份有限公司的实际控制人中，谁的持股比例最高？	虞纪群	曹静芬	董赵勇		A
金融实体关系解读	frg	110558	data/figure/frg/2022-12-25--汽车零部件-福达股份-曲轴领域龙头企业，受益于比亚迪混动崛起_page3_图表1公司发展历程图.jpg					福达股份在2009年3月之前成立的子公司有哪些？	桂林福达齿轮有限公司	武汉福达曲轴有限公司	上海福达汽车零部件销售有限公司		A
金融实体关系解读	frg	110559	data/figure/frg/2023-06-06--水泥建材-青松建化-新疆水泥龙头，有望受益自治区建设提速_page4_图2公司股权结构截止2023年一季度末主要股东控股情况.jpg					新疆生产建设兵团第一师国有资产监督管理委员会持有阿拉尔市新鑫国有资本投资运营集团的股份比例是多少？	51%	49%	36.59%		A
金融实体关系解读	frg	110563	data/figure/frg/2024-01-01--半导体-聚辰股份-深度报告：DDR5渗透加速，SPD、车规级EEPROM驱动成长_page2_图1聚辰股份产品种类.jpg					在聚辰股份的产品种类中，哪类产品主要用于存储小规模、经常需要修改的数据？	EEPROM产品	NOR Flash产品	音圈马达驱动芯片		A
金融实体关系解读	frg	110564	data/figure/frg/2023-11-30--有色金属-云铝股份-绿电铝一体化龙头，享受长期成本优势_page5_图2公司股权架构截至2023年6月30日.jpg					云南铝业股份有限公司的直接股东是谁？	中国铝业集团有限公司	中国铜业有限公司	云南冶金集团有限公司		C
金融实体关系解读	frg	110565	data/figure/frg/2022-12-19--通信设备-锐捷网络-企业网设备新贵，中小客户解决方案能力强_page16_图26锐捷网络股权结构.jpg					星网锐捷通过直接和间接持股对锐捷网络的持股比例是多少？	51%	49%	100%		A
金融实体关系解读	frg	110566	data/figure/frg/2023-09-11--化学制品-永和股份-氟化工产业高度集成者，含氟高分子材料激发成长动能_page9_no_caption.jpg					含氟制冷剂在中游产业链中的主要下游应用领域有哪些？	空调/汽车/冰箱等制冷设备、消防器材等	橡胶、涂料、电子电器、装备制造、建材、纺织服装等	农药、燃料、医药		A
金融实体关系解读	frg	110567	data/figure/frg/2022-11-30--珠宝首饰-中国黄金-央企黄金珠宝龙头，培育钻石迎来新契机，静待发布_page6_图2公司股权架构截至2022年11月.jpg					中国黄金集团有限公司的直接股东有哪些？	国务院国有资产监督管理委员会	中华人民共和国中央人民政府	其他股东		A
金融实体关系解读	frg	110569	data/figure/frg/2023-07-20--农牧饲渔-巨星农牧-进击的巨星_page5_图2巨星农牧股权结构截至1Q23.jpg					四川和邦投资集团有限公司持有乐山巨星农牧股份有限公司的股份比例是多少？	25.62%	4.19%	其他		A
金融实体关系解读	frg	110570	data/figure/frg/2023-09-11--化学制品-永和股份-氟化工产业高度集成者，含氟高分子材料激发成长动能_page3_公司发展历程.jpg					2004年浙江永和新型制冷剂有限公司成立时，其主要业务是什么？	主营新型环保制冷剂产品混配	收购星腾化工并更名金华永和	设立永和股份		A
金融实体关系解读	frg	110572	data/figure/frg/2022-12-07--酿酒行业-百润股份-预调鸡尾酒行业龙头，强爽与清爽蓄力成长_page19_图RIO自成立以来持续进行产品研发迭代.jpg					2016年推出的强爽系列在产品定位上与2021年推出的清爽系列有何不同？	强爽系列追求醉感，适合男性群体；清爽系列强调丰富气泡、清爽口感，适合年轻消费者。	强爽系列和清爽系列都强调低度小酒。	强爽系列和清爽系列都是针对年轻消费者的。		A
金融实体关系解读	frg	110573	data/figure/frg/2023-12-14--通用设备-泰嘉股份-锯切、电源双轮驱动，电源业务加速成长_page3_图1泰嘉股份发展历程.jpg					在2007年，泰嘉股份通过哪项重大事件实现了股份制改革？	收购湖南机床厂	设立印度孙公司	完成股份制改革		C
金融实体关系解读	frg	110575	data/figure/frg/2022-12-01--燃气-新奥股份-天然气一体化龙头，波动局势中稳健发展_page10_图20天然气销售业务模式.jpg					直销模式下，上游气源主要来源于哪些资源？	国际自有/托管LNG液厂资源及非常规资源	中石油、中石化、中海油三大油资源	国内近百个LNG液厂、沿海接收站等		A
金融实体关系解读	frg	110576	data/figure/frg/2023-12-10--工程咨询服务-甘咨询-甘肃区域基建高景气，省内设计龙头定增再腾飞_page3_图2公司股权结构及业务布局截至23Q3末.jpg					甘肃省国有资产投资集团有限公司持有甘肃工程咨询集团股份有限公司的股份比例是多少？	57.40%	38.60%	4%		A
金融实体关系解读	frg	110578	data/figure/frg/2023-07-21--工程机械-诺力股份-“大车”+数字化战略助力，公司业绩弹性有待释放_page4_图2公司主要股权结构截至20230719.jpg					诺力股份的主要股东是谁？	丁毅	张科	毛敏		A
金融实体关系解读	frg	110579	data/figure/frg/2023-08-12--纺织服装-洁雅股份-主业有望走出低谷、第二曲线成长可期_page5_no_caption.jpg					铜陵洁雅生物科技股份有限公司的直接股东是谁？	蔡英传	明源基金	冯燕		A
金融实体关系解读	frg	110582	data/figure/frg/2022-11-17--化肥行业-三孚股份-产业布局不断优化，三氯氢硅高景气延续_page9_图表20三氯氢硅产业链图.jpg					在三氯氢硅的产业链中，金属硅块和金属硅粉分别属于哪个阶段？	原料	中间产品	最终产品		B
金融实体关系解读	frg	110583	data/figure/frg/2022-12-20--包装材料-昇兴股份-核心客户放量+产能持续提升，业绩有望快速释放_page4_图1昇兴股份发展历程.jpg					2018年升兴股份与王老吉签约的项目是什么？	年产七亿支易拉罐生产线项目	五项计算机软件著作权登记证书	无		A
金融实体关系解读	frg	110584	data/figure/frg/2023-01-10--商业百货-王府井-御政策东风，开新局之年_page5_图1公司股权结构情况.jpg					在王府井的股权结构中，持股比例最高的股东是以下哪一方？	北京市国资委	首旅集团	其他股东		B
金融实体关系解读	frg	110586	data/figure/frg/2023-04-05--汽车零部件-万里扬-变速器业务困境反转在即，储能新业务放量可期！_page3_图2万里扬的股权结构图截至20220930.jpg					万里扬集团有限公司的股东结构中，吴月华和黄河清是否为一致行动人？	是	否	不确定		A
金融实体关系解读	frg	110587	data/figure/frg/2023-03-17--美容护理-丸美股份-丸美线上转型成效渐显，恋火放量贡献新增长极_page4_图表1丸美股份发展历程.jpg					2019年，丸美股份通过哪一次重大事件实现了A股上市？	收购恋火70%股权	推出首个登上天猫小黑盒的黑科技超级单品——丸美小红笔眼霜	丸美A股上市，成为中国眼霜第一股		C
金融实体关系解读	frg	110589	data/figure/frg/2023-12-13--有色金属-株冶集团-被低估的黄金“潜力股”_page6_图表3公司股权结构截至2023年Q3.jpg					株洲冶炼集团股份有限公司的直接股东是谁？	湖南水口山有色金属集团有限公司	湖南湘投金冶私募股权投资基金企业(有限合伙)	国务院国有资产监督管理委员会		A
金融实体关系解读	frg	110592	data/figure/frg/2023-06-04--互联网服务-彩讯股份-彩讯股份：AI赋能三大产品线共振，把握增长新起点_page17_图表34国资云构成.jpg					在国资云构成中，国有资本投资公司和国有资本运营公司在监管方面有何不同？	国有资本投资公司直接监管央企/地方国企	国有资本运营公司直接监管央企/地方国企	国有资本投资公司和国有资本运营公司都直接监管央企/地方国企		C
金融实体关系解读	frg	110594	data/figure/frg/2023-07-06---锦波生物-重组人源化胶原蛋白领航者，医疗领域打开长期成长空间_page5_图2公司股权结构截止2022年12月31日.jpg					山西锦波生物医药股份有限公司的实际控制人是谁？	杨霞	任先炜	陆晨阳		A
金融实体关系解读	frg	110596	data/figure/frg/2023-09-20--石油行业-中国海油-经营管理优异的海上油气巨头_page4_图1中国海油股权结构示意图.jpg					中国海洋石油有限公司的直接股东是谁？	国务院国有资产监督管理委员会	中国海洋石油集团有限公司	其他方		B
金融实体关系解读	frg	110597	data/figure/frg/2022-11-23--装修建材-江山欧派-公司首次覆盖报告：木门品价比优势显著，营销改革下新业务放量可期_page9_图14江山欧派股权集中稳定家族成员持股比例高.jpg					吴水根和王忠的持股比例之和是否超过50%？	是	否	无法确定		A
金融实体关系解读	frg	110598	data/figure/frg/2022-11-24--酿酒行业-贵州茅台-公司深度报告（下篇）：白酒巨擘，架海擎天_page6_图1公司股权结构图.jpg					中国贵州茅台酒厂（集团）有限责任公司通过直接和间接持股对贵州茅台股份有限公司的持股比例是多少？	54%	7.30%	4.50%		A
金融实体关系解读	frg	110602	data/figure/frg/2022-11-27--有色金属-豪美新材-深度报告：全产业链布局逐步落地，产能扩张助力增长_page24_图表40豪美新材股权结构截至2022Q3.jpg					持股比例在5%以下的股东是以下哪一个？	南金贸易有限公司	信澳新能源产业股票基金	其他股东		B
金融实体关系解读	frg	110603	data/figure/frg/2023-10-27--光伏设备-中来股份-三大业务驱动发展，背板龙头乘势而上_page8_图11公司主要业务包括背板电池片及组件光伏应用系统三大板块.jpg					在光伏设备产业链中，上游的主要原材料有哪些？	金属硅	金刚石线	硅片		A
金融实体关系解读	frg	110604	data/figure/frg/2023-01-16--通信设备-盛路通信-雷达行业高景气度带动超宽带上下变频系统需求_page9_图表15股权架构调整前.jpg					广东盛路通信有限公司持有广东星磁检测技术研究有限公司的股权比例是多少？	100%	50%	25%		A
金融实体关系解读	frg	110606	data/figure/frg/2023-12-05--汽车零部件-新坐标-精密冷锻件龙头，布局全产业链发展_page6_图7新坐标股权结构.jpg					新坐标科技股份有限公司的直接股东是谁？	杭州佐丰投资管理有限公司	何淑芬	胡欣		A
金融实体关系解读	frg	110607	data/figure/frg/2023-01-15--生物制品-特宝生物-深度报告：长效修饰平台厚积薄发，派格宾放量可期_page48_图表特宝生物股权结构和主要参控股公司2022年中报.jpg					特宝生物的实控人是谁？	杨英	通化东宝	孙黎		A
金融实体关系解读	frg	110609	data/figure/frg/2023-10-22--通用设备-大元泵业-屏蔽泵技术构筑壁垒，新客户+新市场持续注入动能_page4_图2大元泵业股权结构统计日期20231013.jpg					大元泵业的实际控制人中，韩元富、韩元平、韩元再、王国良和徐伟建的持股比例之和是否超过50%？	是	否	无法确定		A
金融实体关系解读	frg	110610	data/figure/frg/2023-06-24--橡胶制品-双箭股份-国内输送带龙头企业，产能扩张发挥规模优势_page1_图1公司发展历程.jpg					在2001年之前，双箭股份是否已经实施了企业上市融资战略？	否	是	无法确定		A
金融实体关系解读	frg	110611	data/figure/frg/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page4_图3公司制度逐步完善双主业格局确立.jpg					在2006年之前，公司主要通过哪些业务板块实现盈利？	建发汽车、建发纸业、上海建发实业、建发金属、广州建发贸易、建发轻工、建发化工、建发酒业、建发物资等公司	股权分置改革	双主业格局		A
金融实体关系解读	frg	110614	data/figure/frg/2023-02-10--专业服务-南网能源-工商业综合能源龙头服务商，分布式光伏快速增长，客户资源具备优势_page7_图5公司股权结构.jpg					广东能源集团持有南方电网综合能源股份有限公司的股权比例是多少？	10.56%	24%	76%		A
金融实体关系解读	frg	110616	data/figure/frg/2023-06-01--通信设备-盛路通信-深度报告：民用通信为基，军用微波电子业务持续高增长可期_page7_图表4非公开发行实行完毕后实控人杨华将持有公司2008股份.jpg					杨华通过直接和间接持股对广东盛路通信科技股份有限公司的持股比例是多少？	20.08%	未知	无法确定		A
金融实体关系解读	frg	110621	data/figure/frg/2023-01-04--半导体-杰华特-首次覆盖报告：产品结构优化升级，工艺平台行业领先_page5_图表3公司股权结构.jpg					BVI杰华特的股东结构中，黄必亮持股比例是多少？	100%	34.69%	其他		A
金融实体关系解读	frg	110623	data/figure/frg/2023-11-24--有色金属-神火股份-煤铝双驱，顺周期有望推动估值修复_page4_图1神火股份发展历程.jpg					2006年神火股份的业务主要涉及哪些方面？	煤炭业务	铝业	水电一体化		B
金融实体关系解读	frg	110624	data/figure/frg/2023-02-15--铁路公路-海汽集团-拟收购海旅免税深度布局免税赛道，政策红利+资源整合实现全新突破_page4_图1确定收购海旅免税100股权的交易作价为5002亿元.jpg					海汽集团通过发行多少股份来支付收购海旅免税的款项？	3.83亿股	42.52亿元	7.50亿元		A
金融实体关系解读	frg	110625	data/figure/frg/2023-06-28--食品饮料-佳禾食品-掘金植脂末，咖啡第二成长曲线逐显_page7_图10股权结构清楚明晰.jpg					以下关于图片内容结构的描述，哪个是正确的？	佳禾食品工业股份有限公司的实际控制人为柳新荣和唐正青	宁波和理（员工持股公司）的股东中，孔荣荣持有4.45%的股权	国际金融公司的持股比例为23.04%		B
金融实体关系解读	frg	110626	data/figure/frg/2023-02-27--酿酒行业-青岛啤酒-深度报告：打铁自身硬，一意战高端_page8_图12公司股权结构截至2022Q3.jpg					青岛啤酒集团有限公司的持股比例是多少？	32.50%	100%	无法确定		A
金融实体关系解读	frg	110627	data/figure/frg/2023-01-08--专用设备-骄成超声-引领超声技术国产替代，复合箔设备等打开成长空间_page5_图3骄成超声股权结构图截止2022年9月30日.jpg					阳泰企管持有上海骄成超声波技术股份有限公司的股份比例是多少？	19.02%	35.88%	46.90%		A
金融实体关系解读	frg	110630	data/figure/frg/2023-06-01--塑料制品-天洋新材-热熔胶龙头大幅扩产光伏胶膜，打造二次成长曲线_page1_图1股权结构图截至2023年一季报.jpg					以下关于图片内容结构的描述，哪个是正确的？	天洋新材的直接股东包括李哲龙、李明健、华夏行业景气混合型证券投资基金等。	天洋新材的间接股东中，个人股东持股比例之和超过50%。	天洋新材的间接股东中，非个人股东持股比例之和超过60%。		A
金融实体关系解读	frg	110631	data/figure/frg/2022-10-21--贵金属-紫金矿业-动态报告：底部收购Rosebel金矿，优质资源再下一城_page2_图1Rosebel金矿股权示意图收购完成后.jpg					在Rosebel金矿的股权结构中，紫金矿业持有多少股份？	25.59亿元	95%	100%		A
金融实体关系解读	frg	110633	data/figure/frg/2023-02-22--橡胶制品-震安科技-建筑减隔震龙头企业，行业扩容助力高速发展_page5_图表2公司股权结构图截至2022年三季度末.jpg					“震安科技股份有限公司”的实际控制人是谁？	李涛	北京华创三鑫投资管理合伙企业	振华（昆明）投资合伙企业		A
金融实体关系解读	frg	110635	data/figure/frg/2023-01-05--化肥行业-盐湖股份-钾锂双业务发展，未来成长可期_page5_图1公司发展历程.jpg					2011年盐湖钾肥吸收合并盐湖集团后更名为现名，公司名称是什么？	青海盐湖工业集团有限公司	盐湖钾肥股份有限公司	盐湖股份		C
金融实体关系解读	frg	110639	data/figure/frg/2023-11-30--有色金属-云铝股份-绿电铝一体化龙头，享受长期成本优势_page5_图3公司拥有绿铝全产业链布局.jpg					在上游原材料中，云铝文山和云南源鑫碳素分别属于哪个环节？	上游原材料	中游冶炼	下游加工		A
金融实体关系解读	frg	110641	data/figure/frg/2023-09-19--工程机械-浙江鼎力-海外市场扩张及臂式产品放量驱动公司成长_page4_图表2公司股权结构截至2023年半年报.jpg					浙江鼎力机械股份有限公司的直接股东是谁？	许树根	德清中鼎股权投资管理有限公司	香港中央结算有限公司		A
金融实体关系解读	frg	110642	data/figure/frg/2023-01-01--通信设备-邦彦技术-公司深度报告：军工通信稳步提升，信息安全蓄势待发_page5_图2公司股权结构截止2022年三季报.jpg					邦彦技术股份有限公司的直接股东中，持股比例最高的个人投资者是谁？	祝国胜	劲牌有限	深圳中彦创投		A
金融实体关系解读	frg	110643	data/figure/frg/2022-11-23--电池-鹏辉能源-公司首次覆盖报告：户储电池全球前二，大储电池放量在即_page4_图32022H1股权结构较分散最大股东为实际控制人.jpg					夏信德和夏仁德之间是否存在直接持股关系？	存在	不存在	不确定		B
金融实体关系解读	frg	110644	data/figure/frg/2023-01-12--交运设备-永贵电器-轨交连接器龙头，新能源业务再起航_page7_图3截至2022年9月30日永贵电器股权结构.jpg					范氏家族持有的永贵电器股份比例是多少？	43.59%	42.72%	40.86%		A
金融实体关系解读	frg	110645	data/figure/frg/2023-02-13--化学制品-多氟多-深耕氟化工领域，挖掘新能源市场机遇_page1_图2股权结构图截止2022年三季报.jpg					李世江通过直接和间接持股对多氟多的持股比例是多少？	李世江	多氟多	焦作多氟多实业集团有限公司		A
金融实体关系解读	frg	110647	data/figure/frg/2023-10-15--汽车零部件-菱电电控-双转战略促量价齐升逻辑凸显，T-BOX塑造第二增长极_page6_图2菱电电控股权结构图前十大股东.jpg					王和平和龚本和通过一致行动人关系持有的菱电电控股份比例是多少？	25.86%	23.77%	49.63%		C
金融实体关系解读	frg	110648	data/figure/frg/2023-05-18--半导体-圣邦股份-品类持续深挖，高端加速推进，模拟龙头稳健发展_page8_图3公司前10大股东.jpg					张世龙通过哪些公司间接持有圣邦微电子（北京）股份有限公司的股份？	鸿顺祥泰	宝利弘雅	林林		A
金融实体关系解读	frg	110649	data/figure/frg/2023-02-15--小金属-博迁新材-深度报告：PVD技术为基，“一体两翼”起飞_page4_图3博迁新材股权结构截至2022年9月30日.jpg					“宁波众智聚成创业投资合伙企业（有限合伙）”直接和间接持有“新辉投资控股有限公司”的比例之和是否超过20%？	是	否	无法确定		B
金融实体关系解读	frg	110650	data/figure/frg/2023-12-25--商业百货-红旗连锁-事件点评：实控人变更为四川国资，整体经营稳定_page1_图1商投投资股权结构.jpg					四川商投集团持有四川乡村发展集团的股权比例是多少？	90%	100%	未知		B
金融实体关系解读	frg	110651	data/figure/frg/2022-12-30--物流行业-德邦股份-聚焦大件，起航可期_page3_公司发展历程.jpg					德邦快递在2015年9月开始的整车业务与2015年10月上线的仓储与供应链业务之间，哪个业务更早？	整车业务	仓储与供应链业务	无法确定		A
金融实体关系解读	frg	110652	data/figure/frg/2022-12-08--医疗器械-华大智造-国产测序仪稀缺标的，广阔市场未来可期_page5_图3华大智造股权结构截至2022年9月.jpg					华大智造的直接股东中，持有股份比例最高的个人投资者是谁？	汪建	深圳家华	其他投资者		A
金融实体关系解读	frg	110654	data/figure/frg/2023-02-17--光伏设备-艾能聚-北交所新股研究报告之艾能聚：乘光伏行业之东风而起，聚焦光伏电站投资运营_page5_图1公司股权结构截至2022年12月.jpg					新萌投资持有新创制衣的股权比例是多少？	80%	32.50%	19.56%		A
金融实体关系解读	frg	110655	data/figure/frg/2022-12-26--贵金属-山东黄金-有色金属：跨越式发展驱动公司价值重估_page12_图表16银泰黄金股权结构截至2021年底.jpg					“北京国俊投资”直接和间接持有“中国银泰投资有限公司”的比例之和是否超过90%？	是	否	不确定		A
金融实体关系解读	frg	110660	data/figure/frg/2023-07-12--工程建设-中国能建-公司首次覆盖报告：能源电力建设龙头，布局新能源发电培育全新增长极_page4_图2吸收合并后中国能建直接和间接持有葛洲坝100的股权.jpg					在图中，中国能源建设集团持有中国葛洲坝集团股份有限公司的股权比例是多少？	42.84%	57.16%	60.32%		A
金融实体关系解读	frg	110661	data/figure/frg/2023-02-06--商业百货-王府井-零售巨头，免税启航_page5_图表3公司股权架构截至最新.jpg					王府井的实控人是谁？	北京市国资委	北京市财政局	首旅集团		A
金融实体关系解读	frg	110665	data/figure/frg/2023-04-30--包装材料-新巨丰-深耕液态奶无菌包装，盈利能力有望修复_page2_图3公司股权结构图.jpg					以下关于图片内容结构的描述，哪个是正确的？	郭晓红和袁训军共同持有北京巨丰能源控制设备有限公司50%的股份	青岛海丝创新股权投资基金企业持有山东新巨丰科技包装有限公司10.41%的股份	西藏诚融信创业投资管理合伙企业持有北京厚生投资管理中心8.72%的股份		B
金融实体关系解读	frg	110666	data/figure/frg/2023-10-16--化学制品-巨化股份-公司深度报告：氟化工有望进入长期景气周期，龙头一体化优势尽显_page19_图33氟制冷剂产业链.jpg					在氟制冷剂产业链中，R22和R32的生产路径是否相同？	是	否	不确定		B
金融实体关系解读	frg	110668	data/figure/frg/2023-04-18--有色金属-云海金属-镁下游需求空间打开，产业链龙头依托股东优势加速扩张_page6_图3公司股权结构变动情况.jpg					2018年宝钢金属第一次入股时，梅小明的持股比例是多少？	24.03%	18.03%	21.53%		A
金融实体关系解读	frg	110670	data/figure/frg/2023-12-19--化学制药-千红制药-肝素供需格局持续改善，有望开启快速增长新周期_page5_图表2公司主要股权结构示意图.jpg					王耀方和王轩在常州千红生化制药股份有限公司的总持股比例是多少？	24.91%	24.90%	24.95%		A
金融实体关系解读	frg	110671	data/figure/frg/2023-01-05--航天航空-航宇科技-航发环锻件核心供应商，产能与需求共振步入新阶段_page4_图表2公司股权结构.jpg					“贵州航宇科技发展股份有限公司”持有多少家子公司？	2	3	4		B
金融实体关系解读	frg	110672	data/figure/frg/2023-12-04--文化传媒-海看股份-大屏主业稳拓展，视听业态谋新篇_page4_图表1公司发展历程.jpg					2014年，海看股份与哪家公司开展了IPTV业务合作？	中国移动山东分公司	中国联通山东分公司	中国电信山东分公司		A
金融实体关系解读	frg	110673	data/figure/frg/2023-12-04--文化传媒-海看股份-大屏主业稳拓展，视听业态谋新篇_page13_图表23微短剧产业链.jpg					在微短剧产业链中，哪些环节涉及到IP内容版权方？	拍摄制作方	外包平台开发方	发行平台方		A
金融实体关系解读	frg	110675	data/figure/frg/2023-01-01--化学制品-鼎际得-国产聚烯烃催化剂龙头蓄势待发_page4_图表1公司股权结构图截至2022年三季报.jpg					营口鼎基得实业的间接持股比例是多少？	42.91%	42.69%	9%		A
金融实体关系解读	frg	110678	data/figure/frg/2022-12-18--采掘行业-西藏矿业-首次覆盖：坐拥世界级盐湖，享低成本提锂_page1_图表1西藏矿业股权结构.jpg					西藏矿业发展股份有限公司的直接股东是谁？	西藏矿业资产经营有限公司	西藏藏华工贸有限公司	日喀则珠峰城市投资发展集团有限公司		A
金融实体关系解读	frg	110679	data/figure/frg/2023-08-01--生物制品-锦波生物-功能蛋白一体化龙头，薇旖美快速放量驱动增长，敷料护肤前景可期_page6_图2公司股权结构.jpg					山西转型综合改革示范区管理委员会通过直接和间接持股对山西锦波生物医药股份有限公司的持股比例是多少？	2.17%	100%	无		A
金融实体关系解读	frg	110680	data/figure/frg/2022-12-04--软件开发-恒生电子-立资本市场改革浪潮之巅，恒生依旧“恒生”_page8_图1公司主要股东持股比例截至2022年9月30日.jpg					恒生电子的实控人是谁？	蚂蚁科技集团股份有限公司	蒋建圣	其他		A
金融实体关系解读	frg	110681	data/figure/frg/2023-07-25--航天航空-航材股份-首次覆盖报告：新材料系列#7：航空特材“航母”级平台；积累深厚资产稀缺_page11_图27航空航天特种合金及制品产业链梳理.jpg					在上游金属冶炼环节中，钛合金冶炼的公司有哪些？	西部超导	航材股份	中航沈飞股份有限公司		A
金融实体关系解读	frg	110683	data/figure/frg/2023-12-21--汽车零部件-上海沿浦-自主座椅骨架龙头，品类拓展步入收获，整椅打开中长期空间_page4_图表3公司股权结构截至2023Q3.jpg					以下关于图片内容结构的描述，哪个是正确的？	上海沿浦通过直接或间接方式控制了所有子公司	上海沿浦仅通过直接方式控制了部分子公司	上海沿浦未直接或间接控制任何子公司		A
金融实体关系解读	frg	110687	data/figure/frg/2022-10-24--电子化学品-鼎龙股份-以七大技术平台为依托，转型进口替代类材料平台型公司_page4_图表1公司发展历程.jpg					2013年公司通过哪些项目拓展了业务？	收购珠海名图，拓展硒鼓业务	启动彩色聚合碳粉项目投产	启动柔显基材PI浆料项目研发		A
